,SV_0,SV_1,SV_2,SV_3,SV_4,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,year
100,"('seaborn', 0.0032915682248034045)","('spyder', 0.0007269189892969938)","('mysql-python', 0.000577484199473167)","('api', 0.002202060354599348)","('character-encoding', 0.0009643863290312968)","('multiprocessing', 0.0006775438949493408)","('css', 2.9057169167044217e-05)","('api', 0.0008370171275719892)","('animation', 0.00019969042199513565)","('tensorflow', 0.0008701335026601587)","('django-templates', 0.0002511782452566618)",2016
101,"('group-by', 0.0032741127104918685)","('plotly', 0.000692909348340639)","('psycopg2', 0.0005698959409394788)","('sql', 0.002167140055753805)","('elementtree', 0.0009633307506992864)","('importerror', 0.0006614533600305267)","('forms', 3.098098133553324e-05)","('syntax', 0.0008228243732462671)","('vectorization', 0.00018473478984005847)","('filter', 0.0008596293730268145)","('recursion', 0.00024445231630438463)",2016
102,"('django-admin', 0.003270196646505125)","('fft', 0.0006881140992298298)","('rabbitmq', 0.0005046797760974106)","('pytest', 0.0021536277982158536)","('django-admin', 0.0009605539982376673)","('virtualenv', 0.0006505170216530921)","('amazon-ec2', 3.154951351932002e-05)","('twitter', 0.0008084790379815955)","('boolean', 0.00016221703072757612)","('io', 0.0008475562541021086)","('image-processing', 0.0002425405208589214)",2016
103,"('math', 0.0031985770527031025)","('apache-spark', 0.0006723533210265389)","('cron', 0.0004952328713705629)","('set', 0.0021451376370492095)","('io', 0.0009604812101501204)","('sum', 0.0006162575325246457)","('automation', 3.233733091332502e-05)","('series', 0.0008011597168470794)","('google-chrome', 0.00015798664699911852)","('templates', 0.0008147353856799646)","('tcp', 0.00024192695883055513)",2016
104,"('neural-network', 0.003193808885071063)","('encoding', 0.0006393953882486163)","('http', 0.0004876836861553193)","('python-unittest', 0.002129269489388058)","('psycopg2', 0.0009587030226970482)","('bigdata', 0.0005722236076409811)","('caching', 3.3197005330802464e-05)","('database', 0.0007918475623562456)","('django-queryset', 0.00014420208279553704)","('import', 0.0007918790835644033)","('django-views', 0.00023795525464297325)",2016
105,"('oop', 0.0031577111617601033)","('matplotlib-basemap', 0.0006375675916781488)","('bigdata', 0.0004698399513760795)","('exception', 0.0021057104083255593)","('python-module', 0.0009394767665185403)","('file-io', 0.0005659744563288101)","('heroku', 3.633420412956974e-05)","('math', 0.0007350376657156473)","('rdd', 0.00014155036569741929)","('character-encoding', 0.000768733391611176)","('authentication', 0.00023084793919339998)",2016
106,"('logging', 0.003123143918278651)","('parallel-processing', 0.0006233422212447148)","('histogram', 0.00041480009793098336)","('itertools', 0.0020932461341816836)","('setuptools', 0.0009262372262969134)","('ubuntu', 0.0005458692622145579)","('cmd', 4.4314976024818214e-05)","('attributes', 0.0006897286044715227)","('multidimensional-array', 0.00013349998338923414)","('azure', 0.0007557588369645758)","('audio', 0.00022990988859229516)",2016
107,"('jquery', 0.0030622363691159282)","('printing', 0.0006198477327936313)","('count', 0.0004143476082571929)","('object', 0.002089297162266059)","('mongodb', 0.0009071155134238328)","('jupyter', 0.0005239385436594315)","('authentication', 4.843921746862529e-05)","('rest', 0.0006830431930556297)","('pyspark', 0.00012970519223593846)","('sparse-matrix', 0.0007380174203094135)","('multiprocessing', 0.00022271379626163674)",2016
108,"('variables', 0.0030341420378668616)","('range', 0.0006027824800270163)","('pillow', 0.00031556759947700384)","('global-variables', 0.002068218704538417)","('date', 0.0009018403291060406)","('data-science', 0.0005138097567902983)","('orm', 6.080947740511839e-05)","('ipython', 0.0006555461760712652)","('spark-dataframe', 9.792796389731353e-05)","('facebook', 0.0007190892249797184)","('tree', 0.00021339244397549067)",2016
109,"('list-comprehension', 0.003019255379412761)","('image-processing', 0.0005915319194434752)","('unicode', 0.0003110283417429564)","('database', 0.002068113086250457)","('ssl', 0.0008960697536495994)","('python-2.x', 0.000500426689409474)","('wsgi', 6.37856408470851e-05)","('bigdata', 0.0006409132370547173)","('iteration', 9.696583030955279e-05)","('tree', 0.0006983228324740936)","('integer', 0.00021332166782805407)",2016
110,"('theano', 0.0030012042158851803)","('colors', 0.000580604773639769)","('append', 0.00030369199527455703)","('argparse', 0.002067927578564732)","('multidimensional-array', 0.0008950153391377951)","('gensim', 0.00047550823472091976)","('format', 6.402981935060517e-05)","('django-views', 0.0006034896035990895)","('nan', 8.878444409845466e-05)","('ipython', 0.0006877697585453892)","('scikit-image', 0.00020077603404490508)",2016
111,"('optimization', 0.0029956694100483888)","('cython', 0.0005636736226032601)","('search', 0.00027765795559114175)","('email', 0.002047367492650217)","('matplotlib-basemap', 0.000872484237115683)","('caffe', 0.00044724830352101504)","('package', 6.919927771522401e-05)","('nan', 0.0005890770646461192)","('cron', 7.728138257649664e-05)","('nginx', 0.0006876953677429961)","('django-urls', 0.00019704120345548273)",2016
112,"('php', 0.0029887145134155895)","('apache-spark-sql', 0.0005407765825674879)","('type-conversion', 0.000263951578527223)","('bs4', 0.00199334915360185)","('error-handling', 0.0008697362826093579)","('int', 0.0004301179026106162)","('serialization', 7.136535239276728e-05)","('datetime', 0.0005612487791499869)","('path', 7.44249050458125e-05)","('pdf', 0.0006736272017703172)","('multiple-columns', 0.00019366007161225357)",2016
113,"('nlp', 0.002928475642238288)","('file', 0.0005225655963204736)","('boolean', 0.00025057220717207047)","('python-module', 0.001967041898694545)","('ctypes', 0.0008665155473721952)","('text', 0.00039283516779954787)","('uwsgi', 7.457939889555208e-05)","('types', 0.0005567504561257341)","('elasticsearch', 7.107518256281817e-05)","('html-parsing', 0.0006643188294995398)","('anaconda', 0.00019297363666860579)",2016
114,"('rest', 0.0029163413524233017)","('animation', 0.0004965013773657733)","('logging', 0.00024972380977753033)","('cx-freeze', 0.0019526657405856903)","('replace', 0.0008285874932443203)","('django-urls', 0.0003849548392827962)","('gunicorn', 7.482005475424487e-05)","('pdf', 0.0005560774725625251)","('request', 6.96283662472691e-05)","('gunicorn', 0.0006549291718791854)","('counter', 0.00018881427502132585)",2016
115,"('email', 0.00290225314853505)","('spark-dataframe', 0.0004916262014334822)","('pyodbc', 0.00024586352349325257)","('django-urls', 0.001907974130714881)","('jupyter-notebook', 0.0008106853532859717)","('caching', 0.0003554769303880767)","('python-asyncio', 7.501156126064247e-05)","('encoding', 0.0005413758218861354)","('tree', 6.729987443985914e-05)","('unit-testing', 0.0006521507236366122)","('spyder', 0.000169917222253057)",2016
116,"('heroku', 0.00283952806670504)","('pyodbc', 0.0004915295680817921)","('regression', 0.00018944884721749814)","('python-imaging-library', 0.001903537331443286)","('django-templates', 0.0008048596297123932)","('dll', 0.00035100305718177474)","('python-module', 7.876681144979493e-05)","('queue', 0.0005243522180255343)","('angularjs', 3.6400001839520524e-05)","('performance', 0.0006418464083778799)","('filter', 0.00015995666419747344)",2016
117,"('android', 0.0028182968730819605)","('classification', 0.00049025416399155)","('statistics', 0.00018710552579591545)","('url', 0.0018408451589103192)","('pymongo', 0.0008005057818454551)","('cx-freeze', 0.0003261284185736651)","('nginx', 8.154641088365634e-05)","('optimization', 0.00048081191469739155)","('sum', 3.544851244620707e-05)","('apache', 0.0006210150738825138)","('django-queryset', 0.00015929601803472835)",2016
118,"('module', 0.0027604278807647317)","('while-loop', 0.0004891121030814774)","('plotly', 0.00017950843613557987)","('io', 0.0018166295569443424)","('popen', 0.0007953583297400621)","('java', 0.00029000328823101636)","('server', 8.550268901252147e-05)","('utf-8', 0.0004741931422347214)","('printing', 2.018700686831412e-05)","('hadoop', 0.0006133815880898278)","('attributes', 0.00014501387438605064)",2016
119,"('matlab', 0.0026535615556681578)","('networkx', 0.00048086338342449755)","('node.js', 8.603631929966963e-05)","('sql-server', 0.0018140238398898568)","('exception-handling', 0.0007864066260687444)","('templates', 0.000257115402780584)","('pillow', 9.081446251226726e-05)","('jupyter', 0.00044800220826997155)","('random', 7.278525503549849e-06)","('css', 0.0005934120434632807)","('nan', 0.00012598746812382414)",2016
120,"('apache', 0.0026434778331354443)","('data-structures', 0.00047915001471528787)","('time', 6.770582407531354e-05)","('typeerror', 0.0017387719573433147)","('pyinstaller', 0.0007862366883659154)","('py2exe', 0.00025144691615776066)","('raspberry-pi3', 9.247762538670979e-05)","('django-queryset', 0.0004338072050991644)","('sympy', 2.6240240423034203e-06)","('session', 0.0005820868106305131)","('pyqt', 0.00010601409288219649)",2016
121,"('merge', 0.002623975382319513)","('cluster-analysis', 0.0004776518065393427)","('image', 6.700420495254023e-05)","('file-io', 0.0017295542257706395)","('animation', 0.0007790758015729917)","('jquery', 0.00024264902755054374)","('cookies', 9.982165892734658e-05)","('plotly', 0.0004073374412409608)","('encryption', 5.231003354341054e-06)","('python-2.x', 0.0005773039733689431)","('output', 0.00010573208115072516)",2016
122,"('xpath', 0.002617024773065046)","('python-asyncio', 0.00046527841895113383)","('interpolation', 5.2566833993681554e-05)","('pickle', 0.0017188886997704178)","('odoo-9', 0.0007745601226230061)","('integer', 0.0002400057170383146)","('session', 0.00010027649595102942)","('templates', 0.0003971005084052436)","('types', 8.36318845875453e-06)","('scikit-learn', 0.0005718884088690875)","('append', 0.00010336510882968941)",2016
123,"('while-loop', 0.0025615839265784976)","('svm', 0.000460437039131452)","('spark-dataframe', 2.0192496084452596e-05)","('methods', 0.0017047894898602708)","('paramiko', 0.0007733252961636518)","('testing', 0.0002198534098822548)","('turtle-graphics', 0.00010635184837231184)","('error-handling', 0.00037404815643493465)","('output', 1.6603024279017683e-05)","('redis', 0.0005511323480043887)","('python-multiprocessing', 9.422756568940754e-05)",2016
124,"('inheritance', 0.0025517810770606495)","('binary', 0.00043503245850513123)","('eclipse', 1.637256732103908e-05)","('iterator', 0.0017034943794553836)","('nltk', 0.0007674504294738831)","('database', 0.00018385924158639247)","('templates', 0.00011638268040998555)","('spyder', 0.0003739020251985986)","('oracle', 2.5894165953110164e-05)","('sql-server', 0.0005466951196159663)","('pyside', 8.404084114294893e-05)",2016
125,"('encoding', 0.002550489964329108)","('error-handling', 0.0004292977556049914)","('sparse-matrix', 3.998673120865699e-06)","('serialization', 0.001688995488495371)","('argparse', 0.0007593222927905878)","('python-3.4', 0.000177395364854666)","('celery', 0.00012260355685759822)","('url', 0.00034579152796882927)","('gensim', 2.8862759211145648e-05)","('amazon-web-services', 0.0005400557330628442)","('matrix', 7.853204673685145e-05)",2016
126,"('lambda', 0.002547171536236357)","('file-io', 0.00041562560417383155)","('curl', 5.265906247531997e-06)","('lambda', 0.00168883834376242)","('pytest', 0.0007548624545845568)","('celery', 0.00015835501857443563)","('odoo-9', 0.000123555777349307)","('rdd', 0.0003396829311861353)","('fft', 4.38234800041516e-05)","('python-3.4', 0.0005276939198860583)","('mysql-python', 6.835609811095582e-05)",2016
127,"('ajax', 0.00252643064571446)","('python-3.4', 0.00040880814227993727)","('lambda', 1.573554018536933e-05)","('floating-point', 0.0016705066603712499)","('sympy', 0.000752705231327255)","('filter', 0.00014451946446751267)","('installation', 0.00012632644209032684)","('validation', 0.0003316096545455371)","('cookies', 5.6595184082083984e-05)","('gensim', 0.0005100250339549197)","('join', 6.014137580935447e-05)",2016
128,"('pyqt5', 0.0025214410426347322)","('typeerror', 0.00040861879081446044)","('google-chrome', 2.30097762205634e-05)","('importerror', 0.001650494887663729)","('variables', 0.0007512346382552086)","('ajax', 0.00014429304219795713)","('setup.py', 0.0001270719374642593)","('tweepy', 0.0003194137413121047)","('multi-index', 6.33418487611651e-05)","('parallel-processing', 0.0005082828552576556)","('dll', 5.2419595955205175e-05)",2016
129,"('cython', 0.0025116464139255993)","('3d', 0.00039776476118067025)","('iteration', 3.0299998605388453e-05)","('multidimensional-array', 0.001643503168537846)","('hadoop', 0.0007220876611002269)","('hash', 0.00014084097310283097)","('boto', 0.0001272509760214106)","('encryption', 0.00027357584936073167)","('plotly', 7.306311736389238e-05)","('django-views', 0.0004901452826110333)","('format', 3.1240803058365445e-05)",2016
130,"('deep-learning', 0.0024990644115835538)","('utf-8', 0.0003882743020576494)","('apache-spark-sql', 3.376210744090373e-05)","('encryption', 0.0016382685468276177)","('sorting', 0.000721356276767923)","('queue', 0.00012812379248132742)","('raspberry-pi2', 0.0001281185957105543)","('directory', 0.00026901689035263023)","('openpyxl', 8.647764932682026e-05)","('psycopg2', 0.00047387418317156645)","('count', 2.4377216129067673e-05)",2016
131,"('lxml', 0.0024932203801598532)","('text-files', 0.00038587987970690264)","('ssl', 3.8376840040977615e-05)","('asynchronous', 0.0015959704693487063)","('parallel-processing', 0.0007207031925759661)","('video', 0.00012382185694080017)","('character-encoding', 0.00012942589388517943)","('forms', 0.0002486146560147139)","('interpolation', 8.987165472925553e-05)","('mysql-python', 0.0004568290329496139)","('file-io', 1.7141754014916887e-05)",2016
132,"('split', 0.002462091852116668)","('import', 0.00036849607240418454)","('decorator', 4.148644203652757e-05)","('exception-handling', 0.0015930959189218207)","('printing', 0.0007091631246882087)","('angularjs', 0.00012097970916204875)","('paramiko', 0.0001297674366088021)","('django-forms', 0.00023536905934254678)","('set', 9.17686119090755e-05)","('uwsgi', 0.0004567819914604182)","('multidimensional-array', 1.612993765316657e-05)",2016
133,"('flask-sqlalchemy', 0.0024578432896502555)","('cx-freeze', 0.0003500865276410167)","('ubuntu', 6.360265387050839e-05)","('opencv', 0.0015746811966120926)","('memory', 0.000698121738175163)","('nginx', 0.00010036982332315455)","('python-imaging-library', 0.00013500850542952174)","('sql', 0.0002339823026140557)","('aws-lambda', 0.00010223099265001125)","('jupyter-notebook', 0.0004464566694760627)","('xlsxwriter', 1.5367817346796978e-05)",2016
